Gene names	LFQ_Ctrl_U57_GC1_01_2070	LFQ_Ctrl_U57_GC1_01_2071	LFQ_Ctrl_U59_GC2_01_2072	LFQ_Ctrl_U59_GC2_01_2076	LFQ_Ctrl_U60_GA7_01_2029	LFQ_Ctrl_U60_GA7_01_2030	LFQ_Ctrl_U62_GA8_01_2031	LFQ_Ctrl_U62_GA8_01_2032	LFQ_Ctrl_U64_GC3_01_2078	LFQ_Ctrl_U64_GC3_01_2079	LFQ_Ctrl_U65_GB1_01_2033	LFQ_Ctrl_U65_GB1_01_2034	LFQ_Ctrl_U66_GB2_01_2035	LFQ_Ctrl_U66_GB2_01_2036	LFQ_Ctrl_U67_GC4_01_2081	LFQ_Ctrl_U67_GC4_01_2082	LFQ_Ctrl_U68_GC5_01_2083	LFQ_Ctrl_U68_GC5_01_2084	LFQ_Ctrl_U71_GB3_01_2037	LFQ_Ctrl_U71_GB3_01_2038	LFQ_HF.pEF_U10_GA3_01_2050	LFQ_HF.pEF_U10_GA3_01_2051	LFQ_HF.pEF_U11_GA4_01_2052	LFQ_HF.pEF_U11_GA4_01_2053	LFQ_HF.pEF_U16_GA6_01_2026	LFQ_HF.pEF_U16_GA6_01_2027	LFQ_HF.pEF_U2_GA2_01_2018	LFQ_HF.pEF_U2_GA2_01_2019	LFQ_HF.pEF_U24_GA5_01_2054	LFQ_HF.pEF_U24_GA5_01_2055	LFQ_HF.pEF_U4_GA3_01_2020	LFQ_HF.pEF_U4_GA3_01_2021	LFQ_HF.pEF_U5_GA2_01_2048	LFQ_HF.pEF_U5_GA2_01_2049	LFQ_HF.pEF_U8_GA4_01_2022	LFQ_HF.pEF_U8_GA4_01_2023	LFQ_HF.pEF_U9_GA5_01_2024	LFQ_HF.pEF_U9_GA5_01_2025	LFQ_HF.rEF_U30_GA6_01_2058	LFQ_HF.rEF_U30_GA6_01_2059	LFQ_HF.rEF_U34_GA7_01_2060	LFQ_HF.rEF_U34_GA7_01_2061	LFQ_HF.rEF_U37_GA8_01_2062	LFQ_HF.rEF_U37_GA8_01_2063	LFQ_HF.rEF_U39_GB4_01_2040	LFQ_HF.rEF_U39_GB4_01_2041	LFQ_HF.rEF_U42_GB5_01_2042	LFQ_HF.rEF_U42_GB5_01_2043	LFQ_HF.rEF_U46_GB1_01_2064	LFQ_HF.rEF_U46_GB1_01_2065	LFQ_HF.rEF_U48_GB2_01_2066	LFQ_HF.rEF_U48_GB2_01_2067	LFQ_HF.rEF_U53_GB5_01_2044	LFQ_HF.rEF_U53_GB5_01_2045	N: Peptides	N: Razor...unique.peptides	N: Unique.peptides	N: Sequence.coverage....	N: Unique...razor.sequence.coverage....	N: Unique.sequence.coverage....	N: Mol..weight..kDa.	N: Q.value	N: Score	N: Intensity	N: MS.MS.count	T: Protein.IDs	T: Majority.protein.IDs	T: Protein.names	T: Gene.names	T: id
LRP2	22.7459	22.5858	21.8089	21.1195	23.9299	22.4308	22.3882	22.5858	20.4877	20.5359	22.0559	22.2871	21.6838	21.7443	21.1827	20.7079	21.7668	21.5292	21.7668	21.7234	23.1863	23.0395	21.6838	21.6419	21.198	21.2849	21.5717	21.4442	22.0015	22.2583	20.9951	21.3816	21.5467	21.335	23.0395	23.3097	22.5562	22.6818	21.6838	21.6838	21.8089	21.8874	22.1059	22.0378	22.409	21.9542	21.8089	21.6611	22.6168	22.4514	22.0559	22.3116	21.6419	21.6611	99	99	99	29.5	29.5	29.5	521.95	0	323.31	1525700000	2861	"P98164;E9PC35;A0A3B3IT64;A0A3B3IRR0"	P98164	Low-density lipoprotein receptor-related protein 2	LRP2	1195
EFNB1	19.1015	19.1552	17.3828	18.6599	18.1018	17.5424	18.9728	18.7783	16.2442	18.6907	17.6593	17.5592	16.0648	17.7187	16.0573	15.5203	18.2055	18.0349	18.545	18.3051	18.559	18.6907	17.0952	17.0763	18.9382	19.1786	18.907	19.0339	18.741	18.3941	19.1176	19.3269	19.7798	19.7633	17.138	16.8991	18.93	18.8849	19.1251	19.1786	19.3033	19.2095	18.3626	18.4409	19.3355	19.0678	18.588	18.741	16.4046	18.1683	18.574	18.5808	18.6599	18.7177	5	5	5	20.5	20.5	20.5	38.006	0	37.15	89733000	77	P98172	P98172	Ephrin-B1	EFNB1	1196
SORD	17.8895	17.6747	17.1924	17.5124	17.3185	14.932	17.6087	13.6282	19.7329	19.5954	15.3179	14.6063	17.3002	17.6593	16.691	16.0999	16.5029	16.7033	17.1587	17.505	18.0806	18.1241	16.9744	17.2237	16.3834	15.22	16.0648	15.7262	16.6348	16.7518	15.9084	15.0585	16.7427	16.9576	16.7427	17.4132	17.1195	17.0952	16.3177	15.3329	17.2081	17.8539	16.9472	16.9289	15.8352	16.3718	16.1657	16.1781	15.7145	17.2237	19.8906	19.671	14.6526	15.9759	8	8	8	40.6	40.6	40.6	38.324	0	22.521	33679000	58	"Q00796;A0A6I8PIS1;H0YKB3;Q00796-2"	"Q00796;A0A6I8PIS1"	Sorbitol dehydrogenase	SORD	1197
CTBS	20.667	20.8591	21.0427	20.9482	20.5147	19.9632	20.6947	21.1394	19.8426	19.7798	19.2525	19.4091	20.2343	20.4032	19.8329	19.6373	20.2059	20.0903	19.1476	19.3766	20.6264	20.6264	20.3382	20.2837	20.5147	20.5582	19.7798	19.8906	20.0568	20.0461	20.4775	20.4645	19.9027	19.6796	18.9592	18.9592	20.4143	20.5672	21.0733	21.0897	20.3712	20.5465	19.871	19.8054	20.2242	20.1943	19.4354	19.5406	18.6998	18.3498	20.1656	20.329	19.4663	19.1251	13	13	13	42.6	42.6	42.6	43.759	0	213.89	384390000	745	Q01459	Q01459	Di-N-acetylchitobiase	CTBS	1198
FABP5	16.9085	16.6832	18.9002	18.636	20.6947	21.2326	21.5717	21.7443	18.154	17.7727	21.1067	21.198	20.4877	20.2521	24.5815	23.148	21.6419	21.3983	16.493	16.5413	20.6031	20.261	23.3565	23.3097	18.636	17.7438	17.7438	17.7962	15.9319	16.9819	21.0427	21.0427	17.6669	17.3665	17.1847	18.2676	21.7668	21.7668	17.9257	17.7354	18.252	18.6111	22.0015	21.7668	15.4778	15.8972	22.4749	22.5267	19.6541	18.9002	18.8278	18.6048	22.2583	22.4514	13	13	13	76.3	76.3	76.3	15.164	0	323.31	535660000	566	"Q01469;I6L8B7;A8MUU1"	"Q01469;I6L8B7"	Fatty acid-binding protein, epidermal	FABP5	1199
CAP1	17.6895	18.0501	15.6731	16.4362	18.9806	18.9525	18.907	19.384	19.8619	20.5672	19.1326	19.5782	19.2446	20.0568	20.527	20.1656	19.7427	19.498	20.7963	20.8471	18.9382	18.741	22.0378	22.0798	13.3142	17.9333	16.7427	17.6315	18.114	17.2237	17.1847	14.2095	14.932	17.6087	19.2586	19.2363	13.4568	15.8352	19.6373	19.7798	13.8293	17.55	18.8195	18.7323	16.2854	14.7918	20.4143	20.4557	20.1766	20.5062	18.5667	18.588	20.3823	20.4335	11	11	1	32.6	32.6	4.8	51.901	0	35.808	124260000	115	"Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R8;Q5T0S3"	"Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1"	"Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein"	CAP1	1200
ROR1	19.5524	19.5226	15.304	15.6502	19.0768	18.6431	16.0999	17.2324	18.1241	17.0511	19.2586	19.4181	19.1923	19.3936	19.5782	15.5593	15.6141	14.6063	18.6111	18.6998	19.3203	19.5782	17.519	17.55	19.5524	19.498	19.2951	19.3936	19.8906	15.5593	19.671	19.7633	18.869	19.1251	19.1552	18.8045	19.671	19.3203	20.0336	19.9732	19.5686	19.5604	19.3203	18.9002	19.6541	19.5101	19.2179	19.3504	15.5071	15.9576	18.812	15.3329	19.1015	19.1176	5	5	4	20.4	20.4	17.8	43.825	0	13.298	65188000	68	"Q01973-3;Q01973"	"Q01973-3;Q01973"	Tyrosine-protein kinase transmembrane receptor ROR1	ROR1	1202
SEMG2	11.2617	11.2617	11.9501	15.3179	11.2617	11.2617	11.9501	17.2577	26.7504	27.1004	10.4835	10.4835	11.9501	11.2617	17.0167	11.2617	11.2617	15.0184	11.2617	11.9501	10.4835	11.2617	12.6513	11.2617	17.3002	17.1924	15.9759	15.5071	13.1669	11.2617	11.2617	11.2617	14.6063	10.4835	12.4598	13.0476	20.261	19.9632	10.4835	11.2617	11.2617	11.2617	10.4835	10.4835	10.4835	11.2617	10.4835	11.9501	14.8991	10.4835	10.4835	10.4835	11.2617	11.2617	50	50	45	74.9	74.9	71.3	65.444	0	323.31	1629400000	2441	Q02383	Q02383	Semenogelin-2	SEMG2	1204
DSG1	19.4663	19.0768	19.8426	20.667	18.154	17.9333	16.7626	17.9494	20.0568	20.0251	17.138	16.9085	18.8767	18.6998	19.5323	19.6892	20.9482	21.0566	15.1221	18.154	18.6203	17.4818	17.9178	18.0651	19.3203	18.8767	18.5667	18.3941	19.4136	19.2446	18.6508	19.4735	14.0726	15.6731	14.6986	18.5526	13.5241	18.9002	17.4536	14.5622	15.1089	16.3311	18.5967	18.9382	18.7653	18.8045	18.7857	18.9382	20.3606	20.3944	19.2951	18.3626	18.5526	19.1326	16	16	16	24.7	24.7	24.7	113.75	0	28.564	73564000	86	"Q02413;Q02413-2"	Q02413	Desmoglein-1	DSG1	1205
DSC2	20.1021	20.0336	20.0136	20.0461	19.71	18.9131	20.7185	20.6264	18.5222	18.3626	19.4906	19.2866	20.0336	19.6629	20.1853	19.4735	19.871	19.9126	19.2525	18.8195	19.5686	19.6202	18.6283	18.4094	19.9823	20.0461	19.7184	19.9732	19.8619	20.0251	20.7676	21.1067	19.9632	19.6373	17.338	17.6433	19.3121	19.1786	20.1554	20.2059	20.9951	20.8901	19.8054	19.5323	20.5582	20.2059	19.7427	19.7184	17.2403	17.4744	19.6451	19.5954	19.4354	19.5143	17	17	17	33.6	33.6	33.6	93.768	0	216.19	350400000	499	"Q02487-2;Q02487;A0A3B3ISU0;J3QRL9;Q14574-2;Q14574"	"Q02487-2;Q02487;A0A3B3ISU0"	Desmocollin-2	DSC2	1206
GUCA2A	20.6947	20.8348	17.3904	17.9827	19.6998	19.1706	19.3766	19.2761	18.2441	14.3313	19.7427	19.7272	14.1884	19.384	15.7488	18.2441	15.1089	13.9402	19.3269	19.7329	18.2751	17.4049	16.2539	17.5745	19.9412	19.995	20.3491	20.0136	18.7478	18.1927	19.5881	19.7873	22.4514	22.0798	18.7947	18.7063	19.3203	19.3033	14.3527	18.8767	19.8054	19.6202	17.7187	18.0501	15.5716	16.9887	19.8151	20.1853	16.9085	15.0184	19.5323	19.384	20.2521	20.2343	6	6	6	62.6	62.6	62.6	12.388	0	200.2	137670000	295	Q02747	Q02747	"Guanylin;HMW-guanylin;Guanylin"	GUCA2A	1207
NUCB1	18.8195	17.3097	19.0678	18.4996	15.1385	18.9592	17.5745	14.8309	20.9039	21.0566	18.559	19.1476	19.0507	18.9592	18.3498	17.6747	18.0576	14.3802	17.8635	17.583	18.3132	14.7337	17.2324	17.4292	16.0335	18.9131	18.6508	14.4284	19.5954	19.268	18.636	18.5667	20.5582	17.4818	19.2271	19.268	15.0732	15.0585	18.812	18.741	18.1683	16.5509	18.636	14.1298	19.1109	19.7427	18.3359	14.4965	13.7795	16.9819	18.5222	19.1394	16.3718	18.4335	9	9	9	25.4	25.4	25.4	53.879	0	19.736	57171000	43	"Q02818;H7BZI1;C9JKZ2;C9JBD3;C9J3C1"	"Q02818;H7BZI1;C9JKZ2"	Nucleobindin-1	NUCB1	1208
ACY1	19.6796	19.6373	19.2951	18.9806	20.4032	19.5954	18.6676	19.1251	19.4516	15.6502	18.344	18.3132	19.0252	18.9382	19.0507	18.545	19.268	19.3689	20.1766	20.1656	20.299	20.2943	19.3689	19.2866	18.7561	18.7653	18.4335	18.3778	19.5143	19.3504	19.4435	19.5143	19.3033	18.9207	20.289	20.3944	17.3749	16.9995	17.6953	17.7962	17.882	18.0147	20.1554	20.0251	19.0252	18.845	18.1321	17.9406	19.2095	19.4275	19.1394	19.0159	18.0501	17.9333	13	13	13	53.7	53.7	53.7	45.884	0	158.69	202910000	358	"Q03154;A0A1B0GU86;A0A1B0GW23;Q03154-2;Q03154-4;C9JMV9;Q03154-3;A0A1B0GV31;F8WC59;A0A1B0GVA5;C9JYZ0;A0A1B0GTG3;A0A1B0GVZ3;A0A1B0GVG0;A0A1B0GU36;A0A1B0GUT4"	"Q03154;A0A1B0GU86;A0A1B0GW23;Q03154-2;Q03154-4;C9JMV9;Q03154-3;A0A1B0GV31"	Aminoacylase-1	"ACY1;ABHD14A-ACY1"	1209
TFF2	22.5858	22.4514	18.6508	19.9732	18.5222	21.8874	14.4045	16.9174	16.5509	19.7272	19.5406	21.7867	20.5359	20.4775	22.0164	21.8874	20.5776	19.8533	13.3987	20.591	22.8118	22.8118	18.1996	18.2202	18.0501	19.9027	20.9819	20.8244	21.8643	22.3625	19.6124	20.9163	19.1394	21.3037	22.5036	22.339	19.5881	20.5776	21.4442	21.6419	22.2583	22.8424	20.9951	21.5717	20.0804	22.5267	13.7795	21.4793	20.3038	20.2837	14.5452	19.8151	18.0576	15.5203	9	9	9	76	76	76	14.284	0	323.31	398200000	463	Q03403	Q03403	Trefoil factor 2	TFF2	1210
CFHR1	20.2837	19.1326	18.3855	16.8287	13.7232	15.22	15.6731	18.4848	17.9406	18.3855	19.5782	19.1109	18.9891	15.1221	13.7232	16.3177	17.505	20.135	19.8151	19.7798	19.384	18.8278	14.9491	18.8529	19.9732	19.71	19.995	19.384	19.9126	20.0804	19.8151	20.8348	20.2713	20.5147	18.3778	18.2833	19.9632	20.2943	18.588	18.5067	17.0763	16.4562	19.3597	19.4824	19.9126	19.7633	20.2943	19.671	18.8195	18.8609	19.8054	19.6202	20.329	20.1214	8	6	3	34.2	28.2	13	37.65	0	151.08	96851000	173	"Q03591;B1AKG0;A0A8V8TQ26;A0A8V8TNS5;Q9BXR6"	"Q03591;B1AKG0;A0A8V8TQ26;A0A8V8TNS5"	Complement factor H-related protein 1	CFHR1	1211
ENPEP	19.3766	19.4005	20.0251	20.0804	18.4613	18.11	20.1656	20.5062	16.7626	16.2743	17.6315	17.5901	20.261	20.2943	18.893	18.2286	21.7012	21.7443	18.4094	18.5222	21.1394	21.0278	21.4793	21.4302	19.1394	19.1394	18.4778	18.4409	18.812	18.9987	21.6233	21.7234	19.6998	19.5954	19.4181	19.3355	20.1943	20.1853	19.6892	19.5686	19.7633	19.6541	20.6387	20.1021	21.1539	20.963	18.9382	18.9806	17.3284	18.1321	19.8329	19.8054	18.9891	18.8529	30	30	30	34.2	34.2	34.2	109.24	0	323.31	509090000	825	Q07075	Q07075	Glutamyl aminopeptidase	ENPEP	1219
DPT	20.7963	21.1539	19.2866	16.8718	18.741	19.3936	21.335	20.963	20.2943	16.8365	19.4091	19.6796	20.5582	20.1113	19.4735	19.5406	20.0336	20.6947	18.9987	19.7184	19.3419	20.0461	18.7857	18.93	19.9126	20.6031	21.8451	22.3625	20.4645	19.671	20.7185	20.6801	21.1067	21.1067	18.252	18.11	17.1672	19.1851	18.6283	20.4447	19.6202	20.0804	19.4091	19.2095	20.261	20.4557	18.9525	20.1214	18.11	17.8707	20.5147	20.3606	19.5954	20.0682	9	9	9	66.2	66.2	66.2	24.005	0	71.273	236250000	237	Q07507	Q07507	Dermatopontin	DPT	1220
PCDH1	18.1241	18.3051	15.8644	16.3405	18.0576	18.0295	18.3557	18.1321	18.3778	18.5385	17.3465	17.846	17.3574	17.4638	18.4477	17.8229	17.2726	17.6833	13.9008	16.4846	17.2153	17.3969	14.4045	15.9972	17.8989	13.6282	18.0147	18.3855	18.4613	18.4547	18.2833	18.6744	17.7187	17.8161	16.2854	16.3073	17.5901	16.5413	17.3185	17.2577	18.559	18.4335	17.4204	17.2478	18.4547	18.1683	16.3177	16.4471	16.0766	15.2544	16.9576	16.9289	16.5413	16.7518	9	9	9	13.3	13.3	13.3	114.74	0	33.74	47004000	63	"Q08174;Q08174-2;D6RAX3;D6RBG2;H0Y9F5"	"Q08174;Q08174-2;D6RAX3"	Protocadherin-1	PCDH1	1224
LGALS3BP	22.8424	22.8118	21.7234	22.1059	24.6781	23.3972	21.8295	21.9313	23.1863	22.9416	21.9313	22.0015	21.6611	21.9088	22.5267	22.0798	22.8118	22.911	22.6556	22.6168	22.5036	22.4514	21.1697	20.9819	21.9313	22.0378	22.4308	22.5036	23.4884	23.7235	22.2099	22.4514	22.1583	22.0559	23.1863	23.2322	21.4136	21.352	21.7443	21.6233	23.0083	23.148	22.6818	22.6818	23.556	23.7235	22.1839	22.2583	22.5036	22.5036	23.0395	23.2322	22.1583	22.1583	24	24	24	56.6	56.6	56.6	65.33	0	323.31	2592500000	3237	"Q08380;K7EP36;K7ESM3;K7EKQ5;K7ERZ6;K7EJD3;K7ES75;K7EN99;K7EQT9;K7EJY8"	Q08380	Galectin-3-binding protein	LGALS3BP	1226
AHNAK	15.2375	14.3313	17.4132	17.7577	17.338	17.519	16.9472	16.1443	15.7987	17.3904	19.9214	19.0839	17.2915	17.1924	17.3904	18.0438	18.4094	18.7255	14.0987	14.4541	16.966	16.493	21.7668	21.9088	15.4778	16.234	16.9472	15.9208	14.7918	15.7726	14.7337	15.2053	15.7611	16.4262	14.0024	15.2375	18.9891	18.4848	14.6294	14.5861	14.2694	14.3802	17.8381	17.6953	15.5203	14.3313	22.2099	21.589	22.5858	22.2583	14.5861	15.6001	21.7443	21.9821	72	72	72	28.7	28.7	28.7	629.09	0	202.58	204230000	240	"Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4;Q09666-2"	Q09666	Neuroblast differentiation-associated protein AHNAK	AHNAK	1230
HYAL1	19.2586	19.1251	15.5308	18.6111	19.1552	18.5385	19.268	19.2095	17.5124	16.9174	18.6203	18.5808	18.6283	17.8895	18.574	17.6895	18.1241	18.0231	17.9494	18.0231	19.3269	19.3121	18.0069	18.2833	18.2371	14.0024	18.9592	19.0159	19.1476	19.1015	17.9612	17.9996	15.5716	12.8184	19.3597	19.1786	15.4208	16.5509	18.6048	18.7857	19.9311	19.8802	18.7857	18.7478	18.5667	18.5067	16.5029	15.346	16.6046	19.0839	18.2903	18.2441	16.5875	14.9491	5	5	5	27.1	27.1	27.1	37.439	0	26.432	59625000	85	"Q12794-7;Q12794-2;Q12794;Q12794-4;Q12794-3;C9JB49;C9JRK1"	"Q12794-7;Q12794-2;Q12794;Q12794-4"	Hyaluronidase-1	HYAL1	1232
EFEMP1	22.7151	22.7459	21.3983	21.6081	20.1113	21.8643	22.5267	22.3116	21.0733	20.9482	22.4749	22.409	21.5717	21.8089	20.7963	20.4143	21.0139	21.2849	22.5036	22.5036	22.1059	22.2099	20.6947	20.1766	22.3116	22.2099	23.7235	23.5312	21.2326	21.3197	22.2871	22.2871	23.3972	23.4394	22.1302	21.9313	22.1839	21.9542	22.8788	22.8788	22.7151	22.6818	22.911	22.98	21.2849	21.6081	22.235	22.4514	21.6611	21.1827	22.5858	22.5562	22.235	22.2099	22	22	3	55.9	55.9	6.2	53.722	0	323.31	2309300000	3640	"Q12805-2;Q12805-4;Q12805;Q12805-3;C9JQX7;Q580Q6;C9JUM4"	"Q12805-2;Q12805-4;Q12805;Q12805-3"	EGF-containing fibulin-like extracellular matrix protein 1	EFEMP1	1233
FSTL1	17.4132	17.3284	16.9995	17.2643	16.3611	16.8991	15.1685	16.4562	16.5687	19.1326	16.1113	16.3718	17.6253	16.9174	12.9336	14.6986	13.3142	15.0585	16.6537	16.2743	15.436	16.5509	16.3311	16.3073	14.4284	17.2643	15.8352	17.0671	13.6282	14.5452	17.3969	13.5241	16.6648	17.034	16.6832	14.9167	16.8991	16.4756	15.2375	15.1852	17.4441	17.0262	16.1886	15.7488	13.8293	15.346	14.932	16.2114	16.8807	15.7145	17.0595	15.491	15.6001	16.1998	4	4	4	15.3	15.3	15.3	34.985	0.0010604	8.6268	18976000	35	"Q12841;Q12841-2;C9J5G4"	"Q12841;Q12841-2"	Follistatin-related protein 1	FSTL1	1235
CNTN1	18.4011	18.559	17.9556	18.4547	19.2951	19.1923	18.1241	16.8889	19.1394	18.4477	19.3269	19.0678	17.7438	18.0723	18.5667	18.1321	17.7018	17.4638	18.2751	18.1179	17.9333	17.9257	16.5687	16.3955	18.5222	18.7123	18.9891	19.1706	19.4136	19.3766	17.831	18.1757	18.4848	18.588	18.9002	18.9207	18.8849	18.6283	18.6508	19.1476	19.7184	19.4354	18.7561	18.6508	18.6676	18.7323	17.6516	17.5124	19.7539	19.6202	19.5604	19.6998	17.5997	17.7187	18	18	18	26	26	26	113.32	0	51.487	93974000	113	"Q12860;Q12860-2;Q12860-3;F8VUI9;H0YIJ1;F8VQW3;F8VX96;F8VUI8"	"Q12860;Q12860-2;Q12860-3"	Contactin-1	CNTN1	1236
MMRN1	20.3382	19.6998	16.5687	16.9744	15.4208	18.9891	16.6832	15.1089	15.6141	14.5622	18.7255	18.8045	18.1403	18.9447	16.0648	19.3504	19.2586	19.1015	19.2446	16.6046	18.4613	18.4011	15.3179	15.2544	19.506	19.3203	14.0726	18.9382	18.559	13.9753	20.1021	19.8426	19.0918	14.9625	19.9412	19.8241	17.2081	15.3618	13.7795	15.2375	18.6508	18.5222	17.6593	17.831	19.4663	16.9085	18.2833	15.1685	17.7187	15.8972	14.9625	17.7962	18.3201	18.1179	2	2	2	3.8	3.8	3.8	58.169	0	11.429	48204000	90	"Q13201-2;Q13201"	"Q13201-2;Q13201"	"Multimerin-1;Platelet glycoprotein Ia*;155 kDa platelet multimerin"	MMRN1	1240
SELENBP1	19.3269	19.4586	19.4005	19.3766	19.7329	18.812	19.6629	18.8045	19.4005	19.0768	17.9996	18.1472	18.4996	19.2586	18.4011	18.154	18.5321	18.8609	18.636	18.9002	19.2363	19.2271	18.1834	17.9827	18.9728	18.3132	18.1403	17.583	18.3359	18.4778	17.7018	18.0147	18.2202	18.3273	19.5406	19.5524	19.2525	19.0159	18.1606	18.682	18.8045	18.9525	19.1923	19.2446	18.0576	18.2371	17.8076	15.3329	15.1221	18.5667	18.6431	18.574	17.9406	17.0858	13	13	13	42.2	42.2	42.2	52.39	0	49.505	75598000	87	"Q13228;Q13228-4;Q13228-2;Q13228-3;A6PVX1;H0Y532;F2Z2W8;F8WCR4;C9JVL0"	"Q13228;Q13228-4;Q13228-2;Q13228-3;A6PVX1;H0Y532"	Selenium-binding protein 1	SELENBP1	1241
PTPRS	18.0438	16.2743	18.154	18.2055	19.2095	18.893	18.6111	19.2363	18.741	18.7857	18.3626	18.3941	17.4536	18.3941	17.5124	16.7983	17.3465	17.55	18.3132	18.3557	17.9178	17.9556	16.5875	16.3311	18.4263	18.0952	18.7123	18.419	17.3969	17.7098	18.0887	17.9612	18.3359	18.1834	17.8635	18.3201	18.6744	18.6744	18.1018	18.5808	18.4996	18.3941	17.519	17.6253	18.8359	18.7123	17.3749	17.6669	18.6744	18.6998	18.2286	18.0887	17.8635	17.505	12	12	11	11	11	10	212.48	0	28.08	62341000	186	"Q13332-6;Q13332-3;Q13332-4;Q13332-2;Q13332;G8JL96;Q13332-7;Q13332-5;C9J8S8"	"Q13332-6;Q13332-3;Q13332-4;Q13332-2;Q13332;G8JL96;Q13332-7;Q13332-5"	"Receptor-type tyrosine-protein phosphatase S;Protein-tyrosine-phosphatase"	PTPRS	1242
MADCAM1	19.9126	21.0278	18.6998	19.9126	19.9632	20.5672	22.339	21.3816	13.0476	19.995	19.3936	19.2095	19.71	18.3626	19.1109	17.8381	19.1706	19.3419	18.9525	19.9311	19.2095	19.3597	14.5861	18.2903	19.3121	19.1851	19.9076	20.1113	21.1067	21.9821	19.2179	19.2525	19.1552	19.6124	20.6163	20.6163	18.7323	19.4435	18.7722	19.498	19.3936	20.2242	19.6796	19.7539	20.135	20.135	19.8054	19.7798	14.4965	15.8644	19.4516	19.2363	19.7798	20.1766	3	3	3	26.2	26.2	26.2	28.705	0	323.31	108800000	236	"Q13477-2;Q13477-3;Q13477;Q13477-4"	"Q13477-2;Q13477-3;Q13477"	Mucosal addressin cell adhesion molecule 1	MADCAM1	1243
PKP1	16.5029	16.3497	18.1018	18.3626	16.0999	15.7013	17.2577	17.9556	17.9767	18.8529	16.0766	16.9472	16.8547	16.8463	17.7577	18.2202	20.4775	19.9823	15.151	15.346	17.55	15.7262	20.5724	20.261	17.6833	18.682	17.4049	17.1924	16.691	17.4967	14.6986	17.3002	14.6294	16.7813	15.6885	15.3932	18.2903	17.8635	15.038	15.491	15.6001	16.8547	17.0428	16.9995	17.8381	16.4756	19.9311	19.871	19.71	19.9732	14.7724	14.9491	20.216	19.7272	21	21	21	44.5	44.5	44.5	80.496	0	129.21	69515000	107	"Q13835-2;Q13835"	"Q13835-2;Q13835"	Plakophilin-1	PKP1	1247
CEACAM7	15.5203	17.1924	14.9491	16.8807	16.723	16.3955	15.7013	16.818	14.4284	16.723	15.8644	15.8972	16.0106	15.304	17.138	20.3382	16.9085	14.0024	19.1109	19.2179	15.8972	16.4756	16.7144	16.5029	16.9174	16.5226	16.0335	15.1089	15.6731	15.7488	15.1089	16.1998	15.7262	15.7262	13.868	14.932	16.2229	17.9914	15.5308	15.8862	15.8223	16.1886	14.932	14.8674	13.868	17.2577	15.4778	16.1208	15.9891	14.8991	17.5745	14.7155	15.0029	14.3802	3	3	3	14	14	14	29.345	0	12.327	11412000	17	"Q14002;A0A0A0MTT6;Q14002-2"	Q14002	Carcinoembryonic antigen-related cell adhesion molecule 7	CEACAM7	1249
COTL1	18.8278	18.3778	17.4638	18.545	20.8111	19.6629	20.2943	20.5359	20.0136	16.7983	13.868	14.9625	18.3051	16.5226	15.9576	15.3179	15.038	18.4928	19.0507	16.5945	19.1851	18.574	18.4547	18.0349	16.5509	16.3955	18.1757	18.5385	16.1886	18.5385	18.845	19.0159	18.8045	19.2001	19.7959	19.871	14.0024	16.7144	15.1852	12.8184	14.4045	17.9681	18.7783	18.0069	17.6895	17.7577	17.4367	17.2643	17.3002	17.1587	15.2375	18.0952	17.5264	17.9178	7	7	7	60.6	60.6	60.6	15.945	0	29.004	52010000	56	"Q14019;H3BT58"	"Q14019;H3BT58"	Coactosin-like protein	COTL1	1250
DAG1	18.2128	18.1403	18.1321	18.0231	18.9592	17.7354	15.5471	18.0887	19.5954	18.7947	19.8906	19.8619	15.1385	17.7098	18.344	15.4208	16.7144	16.3497	17.034	16.8991	18.2964	17.6953	15.151	14.0987	18.4335	18.3359	18.4011	18.514	18.4778	18.6907	18.1927	18.1927	19.1251	18.8195	17.6953	17.7438	17.882	18.1683	17.9333	17.9257	18.3359	18.2202	20.0026	20.0026	19.6892	19.1629	16.5226	16.4846	17.6953	17.4204	18.7653	17.9827	16.6252	14.5861	4	4	4	9.5	9.5	9.5	97.44	0	38.996	59456000	58	"Q14118;C9J196;C9JQL4;C9JYS1;C9JEN1"	Q14118	"Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan"	DAG1	1251
